Length,Elapsed Time,L1 Cache miss,L2 Cache miss,L3 Cache miss,Num of instructions
68224,23.093000,64572,66586,2949,155928608
68352,23.267000,64587,68737,6549,156190907
68480,23.201000,64808,69320,3319,156481868
68608,23.294001,64620,66406,2408,156789801
68736,23.203001,63395,60462,2118,157136777
68864,23.340002,64223,67266,4236,157547132
68992,23.307001,64529,63872,3929,157734860
69120,23.358002,64902,67100,3295,158063498
69248,23.462002,65631,69271,7344,158305975
69376,24.428001,70357,82080,12496,158663746
69504,23.682001,67080,76446,3317,159005967
69632,23.717001,66881,75219,4439,159376831
69760,23.707001,66368,72737,3218,159684023
69888,23.766001,65827,74146,3714,159955539
70016,23.853001,68441,75663,3796,160299827
70144,23.887001,67719,73586,4707,160614839
70272,23.972002,67862,74606,4399,160853889
70400,24.011002,67693,78651,6422,161194277
70528,24.008001,68204,77992,4335,161539830
70656,24.503000,69589,85164,16601,161943743
70784,24.092001,67724,71934,3997,162280960
70912,24.146973,68323,79275,4257,162588500
71040,24.362001,70188,79516,7252,162760527
71168,24.167002,67993,72933,2920,163100054
71296,24.142000,68132,71019,3185,163316691
71424,24.618002,69814,73240,5770,163662268
71552,24.400002,68327,79928,5716,163919555
71680,24.415001,68641,75707,1076,164304227
71808,24.817001,70526,77639,11291,164569754
71936,24.383001,68056,70050,5035,164921811
72064,24.500002,68626,71048,4758,165171752
72192,24.574001,69251,77090,7398,165596657
72320,24.624001,68500,70610,5523,165872232
72448,24.617001,69394,75267,3985,166193081
72576,24.892002,70697,83366,7589,166426651
72704,24.765001,70417,74295,6213,166678043
72832,24.721001,69000,71460,5202,167008046
72960,25.089001,72517,89907,11303,167329657
73088,32.061001,71085,84065,13626,167634635
73216,24.927002,69911,71620,3456,167931980
73344,24.992001,70524,76319,5963,168384907
73472,25.005001,70556,77422,6047,168769981
73600,25.133001,71464,72961,3751,169096935
73728,25.955002,70938,75313,6009,169512096
73856,25.596001,71505,81709,4383,169816065
73984,25.299002,70929,76169,5180,170142320
74112,25.334002,71640,76170,4674,170409419
74240,26.680002,73272,79266,7237,170878610
74368,25.476002,71479,75197,7402,171154911
74496,25.504002,71565,75352,7471,171517095
74624,25.471001,71056,73144,3679,171720286
74752,25.538002,72098,75821,4921,172069005
74880,25.543001,73375,81348,5727,172382996
75008,25.687000,73266,76619,5360,172608698
75136,25.653002,73689,78985,6013,172974160
75264,25.794001,73690,78019,7706,173348382
75392,26.335001,74787,85694,6122,173655142
75520,25.933001,73490,83112,8654,174028386
75648,25.832947,73780,83405,3376,174205599
75776,26.246002,77232,92263,13175,174553919
75904,25.853001,73258,79283,4420,174832009
76032,26.102001,74291,87924,8387,175272124
76160,26.081001,73946,78530,4869,175521615
76288,26.206001,75395,85762,4475,175915598
76416,26.165001,75045,82628,3631,176197660
76544,26.137001,74373,78862,7547,176472506
76672,27.524002,76365,93098,12494,176702815
76800,26.234001,74763,80642,3508,176989973
76928,26.547001,76871,92379,9429,177328470
77056,27.573002,77076,85522,9695,177566496
77184,26.350000,74459,75944,4892,177850788
77312,27.595001,76730,85527,13078,178106622
77440,26.447001,75113,85954,6888,178473266
77568,26.519001,74939,78861,4567,178779472
77696,26.675001,76557,89097,7096,179124460
77824,26.618002,76553,85332,16496,179541518
77952,26.694002,76382,81888,7164,179909582
78080,26.711000,75915,82059,7250,180172764
78208,26.742001,76247,81690,4830,180520193
78336,26.769001,76574,83637,6321,180871127
78464,26.813002,75949,81002,5311,181156788
78592,36.930000,76692,80229,7964,181529112
78720,26.959002,76462,80483,4628,181712234
78848,26.960001,77454,87151,13558,182202240
78976,27.194002,80016,88128,4475,182453143
79104,28.520000,81009,94528,7956,182836668
79232,27.278002,77917,90379,10137,183125019
79360,27.446001,80430,96198,10055,183576328
79488,27.316002,78218,85892,5002,183801628
79616,27.252001,78428,83121,9213,184133469
79744,27.384001,79115,87301,6184,184355576
79872,27.435001,80282,86658,6347,184830953
80000,27.486002,78428,89261,5958,185095774
80128,27.507002,78635,87645,7785,185365052
80256,27.420002,78485,83295,6800,185680210
80384,27.605001,79204,83777,4111,186026062
80512,27.535002,78691,80033,6755,186396209
80640,28.051001,81812,97446,13726,186671170
80768,27.916002,81497,89656,7313,186942406
80896,28.254002,81477,98826,7467,187265344
81024,28.000002,80325,89503,11908,187575599
81152,27.920002,80666,89090,5168,187914307
81280,28.110001,80097,88888,12469,188168846
81408,28.350002,81507,89402,6218,188495085
81536,27.980001,80901,89619,5334,188894286
81664,28.297001,81496,91415,5180,189227587
81792,28.089001,80439,84960,4022,189495746
81920,28.163002,80746,89603,9462,190011318
82048,28.116001,80858,82431,5288,190321828
82176,29.249001,87844,106565,22394,190717723
82304,28.239002,81060,86882,5463,191076868
82432,28.311001,81509,81555,7145,191621134
82560,28.483002,82430,94438,7960,191894758
82688,28.565001,82425,91846,4620,192157389
82816,28.521002,82181,85925,6297,192372237
82944,28.599001,82311,92454,6063,192882073
83072,29.555002,86633,109097,22213,193195473
83200,28.728001,83812,93127,11973,193492140
83328,28.656982,82348,90130,5854,193904545
83456,28.979002,82894,88653,16722,194233040
83584,28.808001,83421,85239,3942,194631566
83712,28.840002,83175,91309,5673,195071557
83840,28.894001,84441,85618,6680,195410172
83968,28.990002,83550,90498,10771,195924189
84096,29.174002,84311,89236,8302,196211489
84224,29.176001,83469,93226,7265,196683635
84352,29.095947,83700,84622,5358,196960667
84480,29.449001,87089,93577,12200,197176112
84608,29.151001,84242,84785,6726,197432442
84736,29.195002,84047,86137,5146,197794984
84864,29.376001,85354,95385,5372,198071844
84992,29.363001,84823,89818,7556,198366386
85120,29.378002,85271,91808,7372,198816434
85248,29.486002,85370,94730,12667,199106699
85376,29.572001,86905,100290,5834,199519526
85504,29.675001,86723,106530,7945,199715192
85632,31.483002,96082,121398,30457,200046728
85760,29.623001,85908,88146,10771,200551214
85888,29.897001,88676,109295,11981,200826567
86016,30.105001,88556,102276,6969,201333717
86144,29.989002,88529,96944,8929,201720645
86272,30.108002,88375,100244,5880,202055899
86400,30.067001,87568,100173,7987,202477392
86528,30.072001,88672,99366,6473,202979927
86656,30.156002,88542,105233,6563,203254640
86784,30.260002,87846,96884,6302,203638026
86912,30.187002,88992,98835,6106,203858467
87040,30.212002,88841,102266,7169,204297621
87168,30.516001,89304,102102,6285,204620993
87296,31.489002,89674,102152,15228,205005607
87424,30.442932,88863,98825,5009,205374513
87552,31.657001,88795,105034,15821,205787335
87680,31.665001,89730,96680,6646,206012707
87808,30.573002,88904,99421,6973,206414930
87936,30.522001,88998,94282,6482,206680257
88064,30.674002,89245,94316,8696,207054220
88192,30.713001,89649,91859,8802,207384382
88320,30.675001,89676,98663,6801,207725019
88448,30.829956,90026,97790,6927,208141330
88576,30.742001,90301,99485,5308,208401997
88704,30.850002,89401,94652,7655,208828023
88832,30.961002,91051,102678,10418,209201223
88960,31.136002,90910,104724,11961,209603473
89088,31.142002,91107,101930,5651,209929321
89216,31.208002,92031,103279,4898,210280928
89344,31.391001,92480,105901,19469,210612667
89472,32.501003,92000,101326,4575,210901002
89600,32.194000,95362,122542,30584,211310582
89728,31.226002,91436,93652,6299,211612372
89856,31.333002,91877,99859,10055,211969213
89984,31.358002,91944,95369,9966,212241697
90112,31.414001,91127,94982,7099,212699773
90240,31.517002,92937,100431,7891,213039091
90368,31.580933,93433,103262,5245,213328018
90496,31.951002,94495,115275,11985,213574034
90624,31.578001,92215,96742,5869,214054630
90752,31.699001,92684,102400,11076,214308774
90880,31.718002,93025,100540,9687,214598142
91008,31.685001,92946,100004,8400,214904913
91136,32.218002,96675,121248,29348,215367630
91264,31.869001,93878,102725,8895,215635400
91392,31.947002,94046,105893,5563,215888665
91520,31.921001,93756,104346,6899,216237178
91648,31.956001,92810,102619,9583,216686103
91776,31.999002,94077,104507,12878,216984620
91904,32.090000,94534,97138,6964,217229441
92032,32.055000,94753,99313,9645,217534195
92160,32.166000,95068,107463,11254,217913337
92288,34.538002,100271,122041,57246,218239649
92416,32.441002,98176,104131,10391,218548501
92544,32.333000,95698,108807,11102,218852480
92672,32.416000,97241,103546,5948,219221884
92800,32.444000,96880,105865,2867,219604581
92928,32.521000,96429,103469,7036,219983987
93056,47.529003,129559,145287,34170,220278529
93184,32.716003,98099,119198,12810,220603485
93312,32.640003,96091,109542,7131,220853234
93440,33.223003,96525,103679,9312,221156264
93568,32.674000,97083,103539,12326,221420355
93696,33.203003,98367,121446,17556,221799071
93824,32.736000,97202,102434,7902,222062063
93952,33.103001,98793,112694,13402,222395280
94080,32.929001,99273,111640,10857,222563607
94208,33.063000,99371,117027,10361,222951792
94336,33.031002,99374,114898,5643,223322538
94464,33.151001,99903,113006,6947,223580081
94592,33.218002,97898,113611,19014,223922280
94720,33.247002,99405,118606,8648,224393873
94848,33.297001,99340,107293,12904,224813900
94976,33.163002,97962,113317,17808,225120011
95104,33.225952,98244,107117,9836,225296119
95232,47.067001,99880,110219,12814,225545815
95360,33.355003,99832,115084,12774,225791872
95488,33.506001,99992,115815,12120,226235872
95616,33.522003,100692,108981,9622,226560752
95744,33.534000,100475,110871,7660,227077716
95872,33.778000,101838,124192,15590,227448646
96000,33.694946,101457,118448,9064,227702354
96128,34.228001,103530,135955,30797,227988066
96256,33.798000,99787,116778,10882,228321493
96384,33.843002,100886,113901,17659,228612452
96512,33.925003,102016,119238,11995,228808914
96640,33.942001,101853,120597,8284,229215302
96768,34.110001,102497,121535,10761,229532830
96896,33.979980,100607,119952,8247,230028103
97024,34.458000,104706,130628,16420,230254828
97152,34.218002,103322,126111,6920,230616141
97280,34.187000,102622,122892,12249,230941881
97408,34.278000,103591,127832,8584,231276086
97536,34.407001,104412,124382,8828,231775064
97664,34.495003,105105,127662,5434,232045628
97792,34.428955,103139,115400,9857,232345661
97920,34.985001,105940,136899,16090,232691572
98048,34.589001,104749,136426,8612,233010430
98176,34.666000,104818,131818,14979,233405556
98304,34.736000,105431,127370,10448,233757718
98432,34.713001,104754,127132,10358,234128092
98560,34.708000,105357,128512,7380,234527470
98688,34.674927,103890,124858,8661,234826531
98816,35.403000,107340,143758,12494,235096555
98944,34.864002,105183,127420,5819,235320172
99072,35.014000,105420,125762,17441,235537062
99200,34.969002,105597,122533,6943,235860682
99328,34.935001,105975,120827,9007,236394615
99456,35.168003,106875,133079,10437,236653954
99584,35.217003,107067,125159,9336,237018389
99712,35.363003,107322,139455,11882,237206573
99840,35.195004,106856,130552,14868,237522024
99968,35.215000,106510,131559,13447,237887317
100096,35.260002,106573,128546,7318,238091924
100224,35.372002,106587,115467,13210,238529592
100352,37.127003,106928,121962,10878,239156160
100480,35.679932,106271,115027,11294,239400832
100608,36.341003,107619,120620,13643,239739883
100736,35.466003,107606,112385,9592,239942609
100864,35.817001,108285,120430,19567,240262546
100992,35.522003,106431,112138,10155,240676222
101120,35.625000,107340,116458,12310,241024881
101248,35.706001,107106,123468,10608,241337322
101376,35.747002,108037,116833,7567,241656934
101504,35.879002,108524,123252,8256,242010665
101632,36.008003,108925,135159,15831,242476031
101760,36.205002,108952,124043,11172,242668748
101888,35.973003,108461,121846,9915,242935315
102016,36.645000,112694,131175,16703,243390492
102144,36.215000,109944,133030,23609,243829891
102272,36.194000,109525,117520,9013,244090929
102400,36.111000,109961,118584,10672,244641708
102528,36.344002,110397,125627,16398,244898915
102656,36.507000,110974,128659,9039,245269550
102784,36.278000,109765,121088,11482,245530366
102912,43.901001,130266,169757,50892,245987273
103040,37.509003,113646,134482,30318,246421798
103168,37.099003,110706,123821,25510,246659251
103296,36.653000,110427,120779,9087,246917795
103424,36.675003,110237,128067,14613,247220018
103552,36.725002,110085,121882,13342,247508799
103680,36.688004,110882,123167,10315,247840416
103808,36.749001,111240,126248,10815,248077830
103936,36.810001,110945,126412,9426,248377421
104064,36.965000,113253,126930,9039,248849404
104192,36.790001,110561,121450,9380,249089176
104320,36.741001,111459,127667,7655,249346089
104448,36.909000,111652,129479,13529,249746680
104576,36.823002,111732,117981,6069,250083370
104704,37.949001,113686,133091,19027,250393705
104832,37.344002,112857,126010,13193,250550899
104960,37.409000,113691,135319,14693,250893092
105088,37.206001,113643,126899,9634,251257601
105216,37.132000,112281,121663,11684,251532498
105344,37.134003,112812,129214,11523,251838224
105472,37.481003,113789,126924,7068,252211866
105600,37.255981,113324,124228,11226,252599688
105728,38.745003,115578,139711,25189,252876372
105856,38.569000,113643,132166,16563,253103377
105984,37.820004,114831,138167,15500,253445920
106112,37.450001,114388,132578,17670,253787551
106240,37.761002,114707,131068,10372,254023498
106368,37.441002,114122,124468,17168,254307187
106496,37.733002,113902,126270,10973,254727832
106624,38.865002,114938,137369,45074,255166334
106752,37.688004,113728,121663,11627,255469682
106880,37.821003,114366,127140,9938,255674119
107008,37.811001,114107,120897,9053,256043021
107136,39.631001,116855,140829,23643,256361055
107264,37.976002,115458,128328,12710,256569036
107392,38.451000,117036,148770,24208,256853728
107520,38.243000,115572,131787,14329,257310604
107648,38.309002,117160,137052,23886,257547616
107776,38.133003,115679,128101,10205,257874236
107904,38.210003,116344,134165,10349,258145890
108032,38.461002,117428,140047,24520,258570133
108160,38.361000,115842,131208,10143,258921821
108288,43.888000,116316,130075,11797,259093567
108416,38.420002,116815,139290,20231,259559471
108544,38.358002,116454,131357,13668,259974429
108672,38.534000,117353,138828,13325,260260222
108800,38.466003,116731,140405,30407,260640049
108928,38.595001,116837,135757,8949,260923089
109056,38.630001,118971,148676,13704,261284216
109184,38.693001,117752,132316,10016,261671498
109312,38.681004,118147,139826,12211,261961877
109440,38.922001,117891,135792,11682,262438851
109568,39.762001,120880,145403,21126,262841688
109696,38.765930,117384,131013,13873,263122907
109824,39.069000,118805,130783,13025,263438435
109952,38.902000,118107,134710,10989,263672034
110080,39.469002,121517,145605,25276,264109640
110208,39.158001,118466,138542,14462,264566537
110336,39.477001,120276,141900,18346,264846769
110464,39.973003,123657,152381,27552,265108095
110592,39.319000,119238,135853,15648,265700323
110720,39.400002,118629,136258,14199,265933118
110848,39.704002,119264,133755,18843,266214040
110976,39.300003,118601,132214,15313,266437165
111104,39.530003,119027,135275,14981,266803110
111232,39.983002,118903,135658,17896,267237023
111360,39.720001,119869,135575,15847,267479326
111488,39.717003,120173,133882,13293,267721142
111616,39.625000,119736,136728,22748,268031273
111744,39.506001,118943,129875,8389,268317447
111872,39.689003,120357,132885,14516,268685101
112000,40.465000,121892,145420,27223,268804128
112128,40.028004,120598,143651,11369,269195563
112256,39.799004,120326,135036,20014,269510382
112384,41.142002,123011,154618,22445,269666244
112512,40.157001,124820,159116,11280,269922351
112640,39.931004,121799,150003,22190,270445494
112768,39.952003,121053,143601,21017,270680446
112896,40.209003,122002,140922,19376,270935818
113024,41.002003,124087,152045,13266,271116623
113152,40.337002,122432,150971,14955,271499926
113280,40.307003,123358,139343,14032,271853683
113408,40.487003,122073,143140,16692,272042347
113536,40.380001,123375,150602,24435,272253146
113664,40.338001,122472,150488,10729,272820035
113792,42.787003,133379,192663,33054,273120935
113920,40.540001,124627,156546,11254,273343060
114048,40.461002,123469,148641,9239,273532895
114176,40.624001,123313,151351,10676,273934213
114304,40.749001,123773,159790,17284,274295350
114432,40.591003,122824,147383,7097,274562498
114560,40.477001,122070,142008,12879,274878981
114688,40.589001,123388,137792,19662,275360055
114816,40.602001,123332,136275,8081,275760481
114944,40.770000,125008,137512,14299,276133341
115072,40.678001,125697,145398,11324,276227677
115200,40.800003,126574,152284,14917,276572516
115328,41.150002,129287,164272,19045,276826193
115456,40.961002,126845,152011,29720,277042110
115584,41.048000,126745,148379,22084,277232802
115712,41.733002,131313,162542,16835,277590042
115840,41.199001,128943,160649,17464,277936121
115968,41.273003,128447,160835,17352,278153837
116096,41.222000,128343,158318,14491,278346736
116224,41.217003,128873,162539,23940,278754121
116352,41.292004,128762,154896,10179,279162955
116480,41.420002,128062,161817,17057,279416690
116608,41.625004,130494,167030,26095,279859177
116736,41.600002,129745,159766,13202,280438339
116864,41.537003,128920,167739,13277,280652984
116992,43.665001,135564,182168,45907,280942185
117120,41.593002,127532,146625,13120,281203327
117248,41.830002,129187,150753,8969,281603971
117376,42.226002,133426,161926,23955,281919273
117504,41.754002,129657,155372,10055,282060204
117632,41.715000,128790,154276,10933,282410904
117760,41.733002,128970,157783,15675,282877033
117888,41.884003,129180,156637,22416,283192791
118016,41.972000,130121,155378,14157,283385969
118144,41.980003,129703,157491,40079,283478461
118272,42.249001,133800,166198,21214,283952878
118400,41.866001,128703,152782,13033,284317786
118528,41.998001,128944,146203,22067,284567591
118656,42.167004,130203,155096,35280,284914763
118784,42.215000,130822,156065,14945,285558835
118912,42.135925,129543,146271,11515,285835638
119040,42.694000,132731,164318,24269,286191232
119168,42.404003,129719,159076,18262,286396130
119296,42.348003,130784,161530,21713,286745016
119424,42.321003,130360,155439,23791,287047783
119552,42.480003,130810,152820,11892,287246251
119680,42.333984,130434,146810,13537,287578771
119808,42.628002,131454,151521,11312,288003903
119936,42.632004,130749,144482,18041,288388842
120064,42.659000,131901,160374,17214,288802915
120192,42.814003,132928,159208,15777,288938815
120320,42.921001,132980,155740,23257,289282812
120448,42.888000,132177,154770,13990,289705249
120576,43.021004,133830,152706,23482,289976388
120704,43.259003,133683,158196,13226,290343464
120832,43.269001,135126,170841,14284,290969537
120960,43.319000,134664,157615,46686,291188102
121088,45.833004,148789,186854,49652,291576859
121216,43.539001,134915,162602,26829,291750865
121344,43.311001,134295,161956,21332,292203262
121472,43.279003,133355,150486,12838,292477005
121600,44.169003,133610,158357,27809,292631271
121728,43.820004,135218,156047,12799,292883325
121856,43.570004,137002,170518,18973,293510347
121984,45.646004,147898,189445,45667,293762295
122112,43.560001,137298,171654,19298,293972759
122240,43.605003,135870,171012,14806,294162100
122368,43.684002,136058,171241,14721,294488555
122496,43.850002,137422,172622,27194,294841996
122624,43.806004,137624,179455,23029,295119813
122752,43.861004,135788,161016,15214,295508799
122880,43.864002,136254,165991,14194,295972306
123008,44.588001,141618,173557,30835,296278754
123136,44.098003,135722,165865,20149,296562091
123264,43.827942,134232,164678,10723,296813045
123392,44.116001,137283,163352,22295,297225897
123520,43.982002,135854,161312,14368,297480014
123648,44.211002,136552,168845,27355,297664621
123776,43.954002,135781,166166,25772,297832578
123904,44.186001,136922,167346,30017,298299554
124032,44.241001,135670,166655,19607,298670748
124160,46.120003,144368,191101,37916,299068722
124288,44.166000,137102,155872,15391,299284896
124416,44.248001,136595,163183,20591,299571715
124544,44.175003,134914,160835,15751,300045374
124672,44.372002,136373,155161,25545,300448708
124800,45.418003,138554,169754,18331,300794492
124928,44.529003,137628,166286,16451,301224544
125056,44.494003,138181,166727,23043,301532258
125184,44.734001,139482,176602,19008,301885873
125312,44.758003,139206,175470,22656,302198223
125440,44.823975,140803,172125,17451,302681734
125568,45.305000,143294,181742,32422,302909857
125696,44.922001,141469,183323,17243,303138129
125824,44.975002,140452,176835,9898,303379927
125952,45.086002,141994,181361,17598,303882296
126080,45.252003,141499,186108,27539,304274011
126208,44.912003,139915,175559,15235,304514154
126336,44.930000,139444,172383,17181,304759123
126464,44.931004,139827,167817,23948,305120602
126592,45.046001,139066,160154,19976,305342175
126720,44.938004,136808,165162,18627,305664866
126848,45.138977,138925,159580,15072,305946718
126976,45.209003,137530,165031,19171,306478299
127104,45.272003,139682,161556,16357,306749735
127232,45.257004,139208,159551,18569,307028050
127360,45.231003,139778,160522,17392,307341130
127488,45.575001,142172,181589,29357,307788956
127616,45.572002,142115,177228,24394,308024626
127744,45.612003,142124,184230,17957,308282107
127872,45.799004,141630,171304,31053,308577207
128000,45.578003,139243,168843,23419,309035270
